"","HE_AMI1_S7","HE_AMI2_S8","HE_AMI3_S9","HE_CLA1_S10","HE_CLA2_S11","HE_CLA3_S12","HE_NCA1_S19","HE_NCA2_S20","HE_NCA3_S21","HE_NTP1_S4","HE_NTP2_S5","HE_NTP3_S6","HE_NTP_AMI1_S13","HE_NTP_AMI2_S14","HE_NTP_AMI3_S15","HE_NTP_CLA1_S16","HE_NTP_CLA2_S17","HE_NTP_CLA3_S18","HE_unt1_S1","HE_unt2_S2","HE_unt3_S3"
"MAB_0523",695.68,589.23,501.89,485.66,424.08,573.07,49.16,95.57,50.88,1016.58,825.84,953.2,826.97,699.86,675.19,634.3,604.49,658.49,916.09,847.36,811.32
"MAB_0524c",916.05,684.09,657.61,756.34,741.31,827.59,126.18,280.23,152.62,1133,1018.64,1075.78,1531.96,1030.81,1131,1182,1064.08,1205.01,1031.43,1055.55,1008.84
"MAB_0525c",756.08,615.88,572.91,960.2,752.77,794.89,93.57,288.26,101.69,1024.74,919.38,1022.09,1504.01,984.7,1096.59,1473.43,1541.84,1717.27,876.49,899.38,923.99
"MAB_0526c",77.18,63.07,54.11,63.49,51.38,75.42,16.31,45.43,19.57,174.27,138,176.58,137.15,90.68,89.49,93.01,95.69,90.99,196.35,224.3,186.27
"MAB_0527c",74.92,84.11,47.7,34.27,25.28,54.57,18.32,27.35,15.64,149.35,127.08,140.86,92.24,83.95,89.07,44.39,38.82,36.2,162.15,175.82,165.88
"MAB_0528c",145.92,155.26,104.78,102.27,62.68,139.35,44.69,53.66,44.53,201.03,219.31,225.93,186.42,182.99,160.38,125.43,145.99,120.81,185.32,191.35,181.11
"MAB_0529c",44.11,42.43,27.03,27.45,17.05,22.05,16.91,22.82,13,51.62,48.11,46.54,62.65,52.28,61.14,42.47,36.16,35.54,50.7,61.74,71.76
"MAB_0530",98.65,106.46,70.46,71.49,43.14,61.08,21.89,31.51,22.34,174.11,135.62,149.3,150.61,99.68,107.7,86.69,74.85,96.86,177.08,156.77,158.38
"MAB_0531c",309.11,259.74,214.57,153.3,127.34,185.68,32.3,66.19,43.96,381.19,295.99,404.61,249.3,243.11,267.39,217.26,185.97,195.78,397.46,442.89,377.24
"MAB_0532",120.7,146.8,107.11,149.77,109.23,170.39,13.47,22.51,10,169.68,158.24,170.05,119,129.36,113.03,94.53,121.61,140.58,155.16,135.19,114.16
"MAB_0533",6920.11,5351.15,5249.8,2852.38,2174.74,3267.93,2346.96,3209.53,2662.01,6681.81,6718.88,6929.2,8316.61,6693.93,6238.93,3558.61,4026.76,4014.03,6275.77,6222.61,5872.76
"MAB_0534",1093.97,834.42,841.47,205.58,176.35,262.38,281.12,288.11,260.22,1065.45,1020.05,1137.7,1266.69,1021.69,1001.88,312.92,299.84,321.96,874.38,949.05,842.91
"MAB_0535",662.93,530.91,520.18,152.08,126.61,218.08,291.07,311.76,320.95,951.86,901.18,1040.95,729.57,731.45,580.74,206.26,177.19,211.49,738.73,722.12,668.89
"MAB_0536",188.03,174.7,153.16,42.35,41.3,69.82,69.5,79.42,72.81,346.03,331.93,394.97,173.77,201.43,177.24,62.92,69.15,51.27,299.35,315.99,236.43
"MAB_0537",142.2,166.28,132.43,54.59,49.53,80.77,79.42,82.76,89.16,318.97,317.85,354.32,190.38,214.68,149.34,78.59,80.45,79.7,294.38,281.42,238.26
"MAB_0538",60.38,53.41,56.34,31.89,28.85,39.19,27.66,34.28,30.26,150.74,144.18,169.74,69.43,86.01,75.27,30.31,33.08,32.74,121.28,86.97,86.53
"MAB_0539",816.39,821.46,640.24,518.81,335.99,615.3,21,81.23,41.16,683.45,614.68,737.84,692.97,521.41,588.38,422.42,405.91,496.51,1046.08,967.54,922.95
"MAB_0540",1076.12,1132.3,704.28,1823.88,1287.15,1543.96,80.95,103.23,138.68,557.36,669.23,753.74,1042.74,1746.61,1691.08,1454.85,1423.91,1235.53,647.93,434.26,417.26
"MAB_0541",778.47,752.12,535.45,805.65,595.91,759.84,175.68,225.99,200.3,859.31,766.36,835.03,918.08,935.68,973.57,875.43,870.65,752.74,1136.38,1134.03,1046.74
"MAB_0542",333.78,300.05,251.62,262.23,202.36,251.54,54.03,76.27,69.09,381.61,380.95,392.86,334.81,300.93,329.08,283.78,216.77,229.96,572.8,583.92,541.27
"MAB_0543",430.8,330.3,283.05,380.01,309.53,364.8,76.5,111.19,95.46,450.39,396.27,456.78,430.03,435.07,548.59,393.2,384.32,327.45,633.92,667.54,669.2
"MAB_0544",672.8,536.24,437.38,315.01,234.74,302.04,84.82,87.01,90.49,964.59,771.7,836.95,729.46,444.97,607.46,432.12,393.97,413.96,816.66,886.18,900.62
"MAB_0545",2119.03,2047.39,1508.41,1887.78,1519.49,2310.36,1093.36,1922.18,1433.42,1324.62,1723.07,1738.18,2239.28,2383.12,1503.51,1701.85,2149.11,2031.07,2235.64,2185.53,2107.01
"MAB_0546",42715.38,30044.47,31074.3,9732.95,8221.73,12183.99,10269.61,23849.73,11182.91,19065.05,21583.7,23000.43,70006.08,60312.45,50590.39,17202.97,28433.95,20948.57,20723.82,19945.15,18638.96
"MAB_0547c",177.46,171.59,129.31,83.77,57.69,81.64,21.89,49.23,22.01,168.38,138.57,156.3,242.69,225.95,237.36,108.2,74.11,107.28,179.74,152.07,161.77
"MAB_0548c",50.58,56.05,33.38,67.62,49.16,69.84,18.19,19.35,12,87.22,52.01,73.93,79.61,72.14,86.97,75.2,78.01,63.95,67.51,70.95,65.81
"MAB_0549c",203.78,260.62,188.35,324.92,234.85,349.54,28.28,42.47,35.11,299.3,252.36,250.14,243.95,279.96,403.24,329.76,319.78,368.2,312.66,297.58,230.43
"MAB_0550",559.24,640.93,403.55,447.28,316.7,559.68,33.78,66.7,28.43,861.82,570.19,635.01,551.72,562.69,630.11,427.82,407.38,461.89,1221.91,1081.8,969.42
"MAB_0551",1514.04,1615.5,1030.28,976.8,779.69,1194.04,37.42,96.88,44.99,1462.78,1083.89,1406.57,1468.28,1315.32,1506.58,817.19,818.08,1026.58,2826.54,2392.47,2337.14
"MAB_0552c",2072.07,1801.2,1524.22,1688.09,1289.04,2006,68.04,144.23,75.51,1871.92,1674.47,1865.61,2768.73,2173.47,1956.04,1781.23,1776.8,1986.62,2255.01,2050.46,1928.5
"MAB_0553c",1272.22,1151.59,966.73,1176.09,909.11,1381.72,49.14,173.62,58.68,1572.23,1376.36,1498.82,1956.39,1494.61,1498.72,1392.74,1518.39,1617.39,2107.7,1850.43,1704.76
"MAB_0554",343.65,256.05,195.32,252.24,179.26,272.97,28.5,44.34,27.18,338,329.3,364.11,459.07,337.19,270.08,225.76,208.5,232.15,356.74,294.62,315.05
"MAB_0555",73.07,105.91,77.99,76.07,50.89,78.01,22.68,42.01,20.76,117,93.64,105.18,143.7,110.28,114.73,62.74,95.15,81.11,91.5,84.54,89.91
"MAB_0557",442.99,534.69,301.91,260.66,210.18,261.51,85.14,114.34,87.68,320.08,326.54,391.32,465.46,677.38,539.31,300.12,309.89,237.32,401.46,275.65,269.35
"MAB_0558c",212.59,219.97,176.24,114.66,101.15,139.45,14.53,34.82,20.41,288,196.86,241,216.51,201.47,246.12,136.42,127.08,133.23,328.15,248.38,230.34
"MAB_0559",703,550.95,430.41,243.47,225.89,368.24,442.8,705.27,808.14,568.67,544.64,623.78,754.3,605.49,392.52,184.97,203.99,211.16,732.89,649.39,699.35
"MAB_0560",1250.46,1181.76,922.01,787.81,640.11,853.24,1923.8,2543.15,2226.16,1411.54,1309.88,1463.93,1831.62,1936.97,1695.08,1024.04,1094.55,1104.68,1222.35,1170.24,1071.5
"MAB_0561",1630.47,1901.64,1210.03,781.68,495.42,918.77,732.39,898.82,1004.41,1533.93,1461.47,1549.77,1043.39,929.74,995.61,673.7,652.69,782.36,1891.19,2218.14,2137.66
"MAB_0562c",1247.57,1221.57,924.54,890.99,679.76,977.32,112.41,201.61,202.51,1020.12,816.59,990.77,1184.14,963.76,1080.39,1002.36,1112.65,1281.85,1337.36,1207.16,1231.15
"MAB_0563",305.62,291.64,222.45,203.73,168.04,217.15,21.24,27.7,27.91,373.72,313.09,365.62,265.5,214.81,248.93,223.2,190.5,219.7,457.19,381.24,407.46
"MAB_0564c",775.69,949.46,588.62,542.09,435.32,683.66,47.07,72.34,64.69,519.43,424.05,517.82,556.72,816.14,784.58,569.15,547.03,531.51,852.96,702.41,647.58
"MAB_0565c",149.28,142.23,84.91,171.99,134.68,187.49,9.32,10.08,11,238.31,142.72,223.84,128.55,95.49,125.99,187.15,166.64,204.51,367.73,294.59,303.58
"MAB_0566c",126.38,105.39,86.95,89.8,64.5,116,17.65,23.99,18.85,49.53,46.72,56.12,109.03,119.3,105.11,106.84,76.96,121.23,65.84,51.76,42.7
"MAB_0567c",2292.14,2126.26,1798.61,855.07,601.34,1116.74,259.82,483.05,346.97,1756.8,1417.01,1639.86,1886.5,1833.2,1768.14,924.78,1014.28,983.73,2173.88,2009.73,1995.46
"MAB_0568",15035.84,12976,11155.59,8130.39,6217.96,11781.03,78357.39,110975.55,68875,10626.95,11718.92,12925.41,9856.78,10027.27,9549.58,7618.09,8361.81,7883.08,15375.93,18272.74,15502.43
"MAB_0569",4551.38,3729.07,3745.69,2997.5,2142.68,4283.05,19458.55,33213.27,18641.16,2147.89,2127.78,2436.77,2579.42,2647.01,2570.51,2006.99,2293.34,2164.03,3269.59,3142.2,2803.88
"MAB_0570",1217.04,952.07,945.3,580.8,469.58,894.62,3554.42,5460.66,3584.07,437.42,384.43,541.81,601.28,699.54,674.49,389.68,464.77,455.59,562.97,537.05,413.22
"MAB_0571",1470.93,1332.34,1069.65,1049.41,784.46,1360.31,1904.65,2253.35,1812.7,1590.38,1276.93,1620.73,1335.24,1282.68,1284.11,1014.04,1105.95,1208.27,1409.53,1236.41,1081.73
"MAB_0572",886.61,895.72,654.53,448.82,427.03,551.59,720.16,985.78,820.99,1335.39,1238.99,1289,1055.5,898.45,865.31,576.66,517.93,629.77,1290.05,1171.16,1068.58
"MAB_0573",240.03,225.58,173.24,168.28,141.55,185.12,132.46,67.03,128.92,281.73,243.47,297.2,213.64,217.41,210.65,170.18,150.55,207.66,353.19,346.54,336
"MAB_0574c",261.47,254.19,196.86,281.31,216.54,302.86,90.5,50.49,76.35,287,270.81,313.47,268.91,337.99,271.8,302.68,284.91,329.42,382.58,311.36,310.95
"MAB_0575c",166.82,177.84,121.51,150.35,136.36,213.46,61.32,52.53,59.8,223.74,199.42,222.97,210.73,204.73,160.03,168.31,145.59,136.93,229.7,240.39,205.72
"MAB_0576c",217.09,195.69,157.51,215.19,165.09,294.27,35.31,38.99,46.22,239.93,185.55,242.35,194.69,234.41,207.11,218,230.88,243.45,189.57,223.92,170.32
"MAB_0577c",107.51,110.58,100.38,88.85,58.97,85.3,23.55,8.92,15.89,136.73,124.2,122.61,124.36,132.7,145.95,98.51,78.22,107.03,87.23,94.74,97.62
"MAB_0578c",932.81,951.85,687.99,394.7,310.41,413.49,66.15,105.22,58.7,1821.08,1409.54,1626.45,1406.11,1008.15,1180.09,542.5,479.8,562.18,1798.27,1577.86,1600.27
"MAB_0579c",200,206.24,138.38,285.03,254.91,297.97,17.01,22,25.69,324.91,277.45,295.81,261.45,190.49,254.85,473.92,524.11,568.73,334.59,330.11,292.72
"MAB_0580",343.46,300.07,241.59,387.81,275.36,296.57,117.72,147.22,136.34,338.77,400.34,383.66,478.12,439.77,390.97,404.72,434.31,452.35,387.59,324.04,341.3
"MAB_0581c",47.46,41.27,34.5,36.74,17.31,34.53,5.42,6.88,7.77,37.88,33.72,45.69,62.35,60.99,62.7,44.24,42.84,42.36,39.28,37.77,27.18
"MAB_0582c",162.16,135.54,113.86,90.03,74.23,114.59,13.5,13.58,9.7,267.53,192.2,232.04,153.92,153.27,150.84,120.96,100.74,104.49,184.49,204.04,220.86
"MAB_0583c",135.36,111,86,151.96,87.19,127.93,13.2,36.76,23.05,151.55,132.23,128.3,161.69,151.64,146.73,202,152.91,192.95,116.18,130.8,144.64
"MAB_0584",276.27,243.7,167.47,181.18,144.36,174.89,486.89,454,555.55,292.26,331.96,286.96,407.97,375.74,367.78,293.26,318.76,326.46,295.84,288.31,308.22
"MAB_0585",289.26,201.58,187.01,140.7,122.18,177.42,268.66,274.35,335.85,326.42,309.77,349.09,333.99,261.55,301.69,228.2,216.97,228.42,344.73,415.49,368.27
"MAB_0586",108.78,93.74,66.54,53.01,44.08,60.88,100.22,115.01,149.3,111.34,102.53,115.64,107.85,88.38,114.59,79.92,66.31,76.73,138.41,144.39,116.91
"MAB_0587",363.92,332.57,251.08,273.39,210.92,374.77,63.65,102.12,71.55,248.61,267.35,322.84,250.62,273.47,283.96,234.53,225.91,212.27,606.24,558,529.24
"MAB_0588c",85.57,92.54,39.58,56.61,30.01,50.86,33.39,26.57,19.28,74.85,94.7,95.35,90.8,77.86,99.95,61.09,58.26,52.76,109.74,107.91,98.12
"MAB_0589",279.45,309.27,185.81,289.18,244.65,264.28,39,72.12,48.32,402.03,440.26,520.86,462.24,518.49,362.45,277.27,327.28,326.07,1288.04,1435.46,1386.76
"MAB_0590c",349.66,373.09,244.91,390.05,245.51,377.88,212.8,151.47,195.8,363.73,479.32,553.77,506.78,743.05,494.81,507.2,549.35,530.09,529.69,547.05,591.66
"MAB_0591",175.27,137.35,140.03,181.65,197.57,217.23,9.31,9.12,12.84,137.08,125.51,144.34,250.76,217.88,168.11,251.73,275.82,314.51,242.68,240.95,218.36
"MAB_0592c",145.57,127.62,94.97,173.86,134.57,148.3,2.12,9.57,4.57,144.45,123.19,124.27,162.09,134.07,116.76,237.28,205.39,223.14,158.23,206.64,246.07
"MAB_0593c",114.77,109.84,89.81,173.85,161.05,152.66,31.85,34.18,21.01,133.43,103.41,155.31,106.14,121.08,118.24,215.77,230.69,221.51,229.99,239.14,231.77
"MAB_0594c",98.5,85.01,60.49,71.3,57.15,71.12,32.16,55.09,27.62,121.22,115.66,109.92,78.32,75.05,72.86,99.64,79.99,110.07,176.24,177.18,172.65
"MAB_0595c",134.43,110,77.22,63.54,47.49,53.18,60.95,90.84,58.88,164.2,147.19,162.27,83.22,70.24,85.84,66.27,56.23,62.14,230.93,226.65,262.38
"MAB_0596c",60.35,63.84,34.45,47.76,30.27,47.43,30.55,66.09,46.54,66.35,59.12,63.24,61.89,48.64,77.57,69.74,42.58,46.42,72.99,71.73,69.32
"MAB_0597",261.11,235.39,148.16,109.95,114.95,113.15,143.7,146.77,225.69,266.39,268.35,280.32,237.32,245.11,242.8,157.23,152.76,137.74,361.11,325.69,323.15
"MAB_0598",139.14,148.73,108.99,89.85,66.61,70.18,38.95,69.65,67.46,162.51,134.53,165.57,117.01,90.46,147.5,120.12,104.19,120.73,245.08,244.01,263.14
"MAB_0599",139.61,141.82,117.82,68.34,53.27,70.35,2147.51,2515.49,2343.99,150.11,167.15,173.76,163.84,145.2,147.91,109.66,106.18,116.12,214.51,197.47,199.14
"MAB_0600",740.35,665.72,507.7,190.73,195.16,196.08,14072.53,15434.51,16310.92,723.41,683.35,702.01,597.28,435.04,550.35,203.93,190.27,203.27,1219.31,1193.73,1211.16
"MAB_0601",767.86,671.77,568.15,624.11,450.84,742.74,1267.26,1662.61,1782.39,718.24,679.86,813.78,1114.7,933.26,532.36,632.3,762.7,839.09,705.73,711.47,639.53
"MAB_0602c",375.91,320.01,326.69,344.54,232.82,463.65,213.47,423.27,484.57,222.49,234.27,257.95,505.53,452.64,215.38,221.8,256.01,307.15,219.16,195.62,184.8
"MAB_0603c",174.15,144.54,109.51,139.76,148.01,257.74,114.65,165.19,169.68,130.95,118.08,103.65,146.11,188.58,168.85,205.58,198.55,221.92,159.77,162.82,169.31
"MAB_0604c",65.45,81.72,54.38,37.88,25.95,37.74,54.18,82.57,70.03,89.85,70.7,97.88,74.07,85.73,72.88,43.23,31.28,41.89,123.18,140.66,135.05
"MAB_0605c",66.84,68.19,30.86,28.58,21.7,24.55,38.58,77.53,45.34,85.15,50.82,70.91,48.95,46.05,54.92,42,36.72,28.84,100.5,115.57,121.26
"MAB_0606c",56.95,64.22,43.49,60.77,54.45,78.31,50.08,94.47,47.07,65.66,57.45,64.84,90.66,89.35,89.07,98.89,81.28,90.32,66.65,68.96,73.77
"MAB_0607",79.76,78.47,47.62,77.92,75.62,87.86,31.91,43.78,42.69,79.47,65.92,95.23,88.11,101.22,97.46,113.03,83.03,81.97,104.19,63.54,64.61
"MAB_0608",175.24,176.36,118.32,179.66,129.53,167.66,48.84,52.82,44.62,178.22,152.66,161.18,145.74,109.04,161.16,172.34,135.55,160.03,239,222.65,226.76
"MAB_0609c",107.19,88.12,65.45,78.64,54.89,70.08,22.07,27.58,16.05,106.77,88.08,74.89,97.28,79.26,102.15,74.32,85.03,75.55,121.58,104.95,114.59
"MAB_0610",129.82,143.74,79.03,79.22,58.14,96.31,29.16,21.97,18.36,151.11,115,128.36,127.95,109.7,149.95,91.27,82.22,100.92,194.96,161.61,171.16
"MAB_0611",102.49,102.65,66.68,59.65,41.39,94.47,146.19,153.65,138.86,65.74,82.39,59.74,86.62,94.42,93.86,58.49,68.09,75.35,104.61,103.95,96.14
"MAB_0612c",83.84,98.86,66.51,71.05,66.96,73.43,161.54,240.81,196.57,81.22,111.81,109.07,164.23,177.85,171.53,126.04,140.78,130.59,78.26,88.93,75.64
"MAB_0613",486.14,440.15,354.01,141.22,112.07,201.86,566.3,923.61,562.24,307.57,313.93,372.35,311.11,305.46,341.85,152.26,175.55,171.47,388.34,429.64,429.22
"MAB_0614",306.68,270.49,219.34,101.78,49.39,115.07,300.14,437.39,267.3,212.86,239.3,263.72,155.23,204.05,258.23,105.07,92.7,109.76,294.78,327.55,306.49
"MAB_0615",211.97,187.01,146.82,71.31,44.22,67.41,202.04,359.47,187.73,213.91,225.12,228.91,126.5,159.62,188.11,82.53,61.68,74.73,313.3,365.51,296.59
"MAB_0616",189.19,193.73,139.62,58.84,57.18,59.47,203.68,442.42,234.77,207.24,240.28,292.42,125.42,134.81,175.28,77.73,47.85,51.35,327.55,385.8,357.65
"MAB_0617",40.3,54.62,41.01,17.51,8.18,26.39,52.51,120.32,54.8,66.91,67.43,85.7,31.95,30.59,39.42,18.2,15.99,21.77,71.73,103.01,87.64
"MAB_0618",72.86,87.16,68.86,20.78,33.2,56.93,75.84,206,106.41,141.96,135.64,143.09,67.72,65.5,100.89,51.62,34.22,41.66,137.47,177.05,182.46
"MAB_0619",65.78,59.7,49.19,41.26,26.55,41.41,15.55,26.04,17.34,92.97,71.66,94.08,57.88,56.2,64.01,40.49,42.68,45.73,117.04,78.76,92.45
"MAB_0620c",56.45,41.59,31.15,46.76,26.43,38,10.91,16.99,6.89,38.32,46.86,51.2,55.42,52.14,59.41,23.32,29.34,30.91,51.81,66.43,58.59
"MAB_0621c",426.19,349.09,312.92,136.73,118.28,183.41,64.53,113.14,86.69,379.32,337.93,341.85,414.16,282.27,374.82,181.15,179.59,176.61,421.24,479.19,484.74
"MAB_0622c",124.14,128.62,84.77,94.55,60.76,74,81.27,120.84,100,160.26,140.73,187.76,209.14,182.36,175.28,147.59,131.7,125.08,140.11,122.66,153.76
"MAB_0623",60.84,67.96,44.89,61.24,31.62,68.09,402.14,438.08,587.68,85.57,106.96,115.97,93.46,142.91,119.89,72.24,63.27,59.81,61.8,55.88,42.88
"MAB_0624",204.74,163.73,134.62,169.92,124.3,167.47,188.12,217.18,222.35,252.8,224.5,245.55,187.59,159.96,171.46,209.03,224.26,229.54,322.28,303.88,295.31
"MAB_0625",331.49,248.84,198.85,146.39,106.91,142.11,424.7,470.7,452.08,412.04,281.65,372.57,321,211.24,242.39,192.28,184.68,181.51,521.24,527.86,525.08
"MAB_0626",399.76,380.78,311.88,166.84,179.74,210.35,600.31,690.88,659.92,537.42,450.64,492.62,437.86,318.78,375.78,198.42,201.55,244.68,735.69,709.58,670.93
"MAB_0627c",97.26,89.96,75.32,58.36,55.14,54.51,138.74,134.51,151.01,110.96,141.47,125.73,134.93,123.41,126.78,81.45,96.51,84.05,145.86,133.86,132.36
"MAB_0628",852.99,833.47,632.28,388.07,273.19,430.57,261.07,662.01,274.5,1233.65,1297.64,1392,968.07,843.22,798.18,426.65,346.66,388.01,1546.65,1680.39,1563.91
"MAB_0629",35.96,35.53,34.86,16.09,10.85,17.47,9.38,44.04,9.53,97.07,79.18,83.85,38.97,21.51,26.15,29.01,13.74,12.76,88.15,117.39,96.59
"MAB_0630",385.28,402.61,246.41,172.91,131.92,137.09,126.22,388.74,144.59,937.99,978.8,1039.28,381.49,302.73,348.89,189.68,153.26,175.04,1352.08,1386.86,1257.14
"MAB_0631c",82.91,75.99,59.68,42.49,34.43,58.3,23.61,57.74,16.89,161.18,140.03,158.16,50.85,65.28,72.53,57.2,44.97,43.7,211.78,193.62,201.41
"MAB_0632c",34.84,40.27,22.55,11.82,22.32,22.58,12.91,24.72,9.34,67.91,52.46,68.89,27.93,57.39,34.07,27.34,32.24,26.64,77.39,73.72,61.03
"MAB_0633c",44.08,48.82,45.84,27.43,15.38,33.93,18.08,51.46,17.01,94.3,77.86,87.04,45.99,45.18,53.59,33.46,22.49,25.49,129.59,120.51,99.84
"MAB_0634c",115.81,131.05,81.11,60.85,32.26,70.89,70.08,169.09,96.43,194.64,172.16,238.82,101.34,140.53,149.12,86.26,53.74,76.14,228.22,231.04,219.38
"MAB_0635c",31.89,36.18,15.09,17.8,16.14,27.27,23.58,37.69,23.04,64.77,57.51,55.77,38.61,43.42,45.65,30.54,12.69,15.7,68.39,59.36,57.88
"MAB_0636c",290,345.41,233.59,197.49,126.64,264.68,188.78,258.24,190.38,397.22,314.77,397.74,306.78,424.09,362.39,242.53,203.24,182.82,447.59,371.19,340.23
"MAB_0637c",336.77,296.19,243.47,90.76,80.93,129.62,47,83.22,34.72,506.45,486.26,507.91,349.24,273.19,283.47,130,96.68,118.05,427.11,474.28,417.34
"MAB_0638c",459.92,379.49,309.32,81.47,45.43,114.23,19.78,31.66,12.12,500.65,428.73,475.22,512.24,361.91,339.54,114.07,83.68,99.99,554,613.01,527.92
"MAB_0639c",713.85,633.34,488.69,272.23,202.55,300.93,48.32,365.57,123,663.18,677.92,774.84,916.09,649.26,432.99,238.69,200.31,254.99,822.92,647.76,581.57
"MAB_0640c",338.27,358.18,293.66,346.09,254.46,346,34.96,100.89,56.2,414.62,403.31,467.19,389.41,380.73,378.34,352.85,344.76,360.66,518.61,477.18,481.24
"MAB_0641",131.46,131.28,90.57,97.68,61.85,107.68,45.95,83.97,46.86,148.57,146.18,189.03,162.82,148.34,148.93,114.38,126.2,97.45,172.42,170.62,164.26
"MAB_0642",246.03,216.95,150.27,142.95,75.27,168.73,8.05,41.05,10.64,198.49,197.64,253.7,168.32,161.49,187.97,142.64,167.03,159.62,397.24,383.84,306.12
"MAB_0643",312.19,274.11,250.36,184.49,149.81,239.45,20.64,37.86,30.57,307.09,281.41,324.47,356.61,248.53,286.42,213.53,225.85,210.36,404.74,437.43,362.31
"MAB_0644c",156.34,134.99,98.05,65.65,47.43,84.14,18.88,27.78,12.95,165.54,163.46,162.74,196.93,121.96,131.46,92.11,89.31,113.34,144.78,167.46,145.28
"MAB_0645c",431.51,373.01,312.18,226.51,172.07,236.24,498.57,853.77,437.8,641.36,491.03,625.39,374.49,311.16,398.54,263.66,240.26,279.2,705.08,684.35,594.15
"MAB_0646c",74.84,92.27,47.84,138.07,93.34,92.42,2321.58,4799.42,2392.95,83.05,86.99,87.16,161.46,223.5,191.38,254.31,253.7,256.27,56.28,48.91,46.35
"MAB_0647",167.12,174.77,123.47,183.66,152.91,206.03,963.03,2796.09,1166.34,162.03,147.73,174.81,234.55,274.93,184.81,185.26,187.81,167.3,176.95,129.8,174.34
"MAB_0648",252.55,255.03,148,267.19,234.85,339.2,215.85,446.7,241.24,179.68,183.92,229.62,314.15,310.19,326.97,382.38,362.47,341.12,208.81,204.31,155.11
"MAB_0649c",227.39,232.43,129.45,158.91,105.09,157.84,39.3,52.54,32.24,217.88,213.85,227.07,259.01,269.09,253.03,198.74,160.03,177.28,205.61,198.24,205.7
"MAB_0650",383031.2,271205.36,273822.84,31558.35,28528.49,26427.49,19407.54,23918.93,21572.23,76477.8,140298.27,150162.24,270122.89,158004.68,293401.07,49848.49,51559.54,43965.05,119296.64,257950,258025.69
"MAB_0651c",1485.54,1231.04,1039.78,368.35,321.18,345.74,23.45,91.18,38.91,1577.76,1389.24,1625.5,1164.96,727.73,1003.12,417.23,355.7,421.41,3387.77,3147,3111.53
"MAB_0652",1208.99,1113.99,803.5,937.69,715.35,1106.19,255.91,1011.31,540.15,939.05,1340.53,1290.78,1140.99,1058.57,829.57,711.46,588.26,755.97,1469.43,1165.47,1305.53
"MAB_0653",156,135.19,100.05,74.11,58.45,101.19,41.24,71.73,43.78,213.16,205.77,233.09,127.04,122.2,129.04,104.97,66.27,102.19,254.26,323.5,269.92
"MAB_0654",73.58,75.89,57.16,52.97,25.66,56.05,23.08,41.76,21.95,136.73,138.28,186.36,66.73,59.57,84.45,51.61,44.69,46.76,210.91,193.41,148.14
"MAB_0655",37.96,45.89,38.85,29.81,44.01,41.72,20.74,31.35,28.72,112.95,96.3,110.08,41.07,41.59,46.08,41.69,51.38,41.26,137.77,132.16,102.18
"MAB_0656",70.95,69.59,51.08,43.62,39.77,52.16,28.04,63.66,31.49,173.01,151.65,205.12,57.54,60.57,77.77,48.65,40.54,41.84,218.01,194.03,195.26
"MAB_0657",81.82,62.99,41.69,90.22,77.27,101.05,20.49,43.58,22.78,181.84,147.86,159.84,62.55,76.84,89.14,108.73,105.74,107.85,213.43,183.57,163.8
"MAB_0658",67.91,57.43,43.15,46.96,30.47,53.34,27.62,73.09,25.34,183.78,166.74,170.39,47.69,62.36,68.91,84.88,52.53,66.18,238.3,234.01,162.47
"MAB_0659",189.84,101.31,112.23,145.86,103.77,136.85,34.38,30.74,40.47,685.72,511.03,541.27,466.99,245.81,179.24,481.28,539.23,771.15,268.01,285.99,266.31
"MAB_0660",110.32,48.64,66.3,52.14,43.59,49.38,18.61,20.3,22.66,371.55,271.92,299.49,260.54,115.26,104.51,114.27,114.57,139.26,127.59,162.81,138.01
"MAB_0661",173.18,73.32,146.41,73.46,104.88,99.49,65.34,50.12,92.64,1085.93,818.62,854.8,424.74,187.78,191.5,207.23,171.68,218,417.14,410.19,369.11
"MAB_0662",14.91,6.61,10.93,9.5,7.32,5.18,12.07,5.51,9.91,129.57,103.27,119.73,42.38,18.49,18.69,18.28,16.09,9.24,47.76,45.28,33.03
"MAB_0663",346.01,284.66,239.89,305.58,207.68,319.58,408.11,201.66,450.65,2428.26,1954.85,2062.15,648.73,518.09,489.28,495.55,423.32,479.62,915.5,930.61,793.27
"MAB_0664",16.8,10.92,7.91,8.77,6.24,10.8,7.66,16.91,7.99,209.39,196.62,157.78,29.69,13.23,19.7,20.31,17.69,16.99,109,119.99,111.84
"MAB_0665",87.81,66.7,62.48,56.27,56.28,53.55,33.07,68.27,34.32,685.86,804.13,891.18,151.61,78.05,107.64,144.48,117.79,143.13,439.26,583.6,601.86
"MAB_0666",72.8,69.11,52.01,37.46,52.21,34.27,28.63,67.83,32.68,520.06,641.04,698.36,134.99,72.24,91.92,117.6,95.28,122.3,354.07,487.28,490.3
"MAB_0667",75.61,53.04,59.2,37.91,58.78,52.43,42.93,97.59,51.04,741.59,591.96,611,143.73,66.19,76.3,93.69,102.88,125.95,361.46,415.86,372.55
"MAB_0668c",114.16,74.3,79.46,137.11,146.73,131.89,74.05,74.38,94.91,684.15,566.78,577.49,194.09,151.15,137.96,360.23,336.3,430.55,318.03,315.45,305.42
